tree,plot,time,ht,mortyr
p1t13,1,82,117.08041794689873,120
p1t13,1,83,115.75771598574039,120
p1t13,1,84,116.70664806081739,120
p1t13,1,85,115.16771357347794,120
p1t13,1,86,114.76968939292888,120
p1t13,1,87,119.21463639478357,120
p1t13,1,88,113.07864810428116,120
p1t13,1,89,116.37615045263959,120
p1t13,1,90,118.47783026451728,120
p1t13,1,91,115.34798370017867,120
p1t13,1,92,119.54832760150566,120
p1t13,1,93,118.21310890484528,120
p1t13,1,94,117.49543114309007,120
p1t13,1,95,123.28731627694515,120
p1t13,1,96,118.39753600822867,120
p1t13,1,97,121.16481812555982,120
p1t13,1,98,120.86458257128076,120
p1t13,1,99,117.36962515842215,120
p1t13,1,100,118.38097046389305,120
p1t13,1,101,119.85316345146606,120
p1t14,1,101,4.858965434940803,150
p1t16,1,1,100.21511794308331,49
p1t16,1,2,101.77543668900942,49
p1t16,1,3,100.73447719238622,49
p1t16,1,4,98.7718268566795,49
p1t16,1,5,101.15650961362502,49
p1t16,1,6,101.4119584522052,49
p1t16,1,7,101.45353739185599,49
p1t16,1,8,98.64476879610332,49
p1t16,1,9,103.47144141709585,49
p1t16,1,10,103.22317986606117,49
p1t16,1,11,101.97126722653296,49
p1t16,1,12,102.78142347357803,49
p1t16,1,13,99.79276251010225,49
p1t16,1,14,101.63022097739687,49
p1t16,1,15,100.72112344222488,49
p1t16,1,16,97.03344493549059,49
p1t16,1,17,102.09120746434907,49
p1t16,1,18,99.89246912777085,49
p1t16,1,19,99.60657720022871,49
p1t16,1,20,99.38952455911422,49
p1t16,1,21,99.43354209906293,49
p1t16,1,22,99.66033460622016,49
p1t16,1,23,100.27113635608119,49
p1t16,1,24,94.67008065443505,49
p1t16,1,25,101.72979896741045,49
p1t16,1,26,101.32377985955785,49
p1t16,1,27,105.79225566875937,49
p1t16,1,28,100.40775765171792,49
p1t16,1,29,99.45824882782394,49
p1t16,1,30,102.23617682929336,49
p1t16,1,31,101.86833139000571,49
p1t16,1,32,99.50050961686554,49
p1t16,1,33,100.3121674890658,49
p1t16,1,34,100.69770653045087,49
p1t16,1,35,98.90607787543819,49
p1t16,1,36,100.74944676876343,49
p1t16,1,37,99.33450869731776,49
p1t16,1,38,101.25336124926557,49
p1t16,1,39,101.49111376828168,49
p1t16,1,40,100.07485227026555,49
p1t16,1,41,100.53965270643238,49
p1t16,1,42,101.35500212551649,49
p1t16,1,43,99.91858704432536,49
p1t16,1,44,100.36641690438414,49
p1t16,1,45,96.82079192061325,49
p1t16,1,46,98.91037263942093,49
p1t16,1,47,100.45891649394899,49
p1t16,1,48,98.27470246555895,49
p1t16,1,49,98.83929577244604,49
p1t17,1,1,74.24924036473818,6
p1t17,1,2,77.20638724271406,6
p1t17,1,3,77.90898466824376,6
p1t17,1,4,76.87916235202219,6
p1t17,1,5,81.14312732475446,6
p1t17,1,6,81.23296384047026,6
p1t18,1,1,36.86177348403788,108
p1t18,1,2,36.869880025500315,108
p1t18,1,3,37.86260615809081,108
p1t18,1,4,38.6086924909007,108
p1t18,1,5,34.905598021879676,108
p1t18,1,6,38.94697215765467,108
p1t18,1,7,43.50726673457769,108
p1t18,1,8,43.5169438138149,108
p1t18,1,9,49.680480460519796,108
p1t18,1,10,53.082845522063025,108
p1t18,1,11,56.92501031904254,108
p1t18,1,12,54.549667108482865,108
p1t18,1,13,55.27028659585173,108
p1t18,1,14,59.165121229726765,108
p1t18,1,15,59.70260082706094,108
p1t18,1,16,65.33564251642521,108
p1t18,1,17,66.5201328189522,108
p1t18,1,18,72.10755774358553,108
p1t18,1,19,76.67542904678925,108
p1t18,1,20,73.9054061491345,108
p1t18,1,21,78.37486534130213,108
p1t18,1,22,78.61194268246658,108
p1t18,1,23,79.50019302685008,108
p1t18,1,24,81.3799320140132,108
p1t18,1,25,88.25467221430424,108
p1t18,1,26,89.13238533492354,108
p1t18,1,27,93.16561482852907,108
p1t18,1,28,91.88908449819192,108
p1t18,1,29,93.10126705996265,108
p1t18,1,30,96.84648584029013,108
p1t18,1,31,98.6440098034852,108
p1t18,1,32,97.93578512152702,108
p1t18,1,33,95.13691529889364,108
p1t18,1,34,98.79758227640316,108
p1t18,1,35,99.85753566158748,108
p1t18,1,36,99.66703581422736,108
p1t18,1,37,98.38716933024773,108
p1t18,1,38,102.977929479625,108
p1t18,1,39,100.29682009175335,108
p1t18,1,40,97.06709830324338,108
p1t18,1,41,101.71830789532387,108
p1t18,1,42,100.34508186034466,108
p1t18,1,43,100.29083818713559,108
p1t18,1,44,100.00786574527703,108
p1t18,1,45,103.22873434331113,108
p1t18,1,46,104.85517228746014,108
p1t18,1,47,102.37029001298588,108
p1t18,1,48,105.7568306755655,108
p1t18,1,49,102.20262853535523,108
p1t18,1,50,106.18088054733144,108
p1t18,1,51,101.58404843174114,108
p1t18,1,52,103.20730647372494,108
p1t18,1,53,102.13964581285585,108
p1t18,1,54,102.34673953608304,108
p1t18,1,55,100.1546181010474,108
p1t18,1,56,104.24222955437953,108
p1t18,1,57,99.89267397333627,108
p1t18,1,58,101.22064973275627,108
p1t18,1,59,105.55780003244057,108
p1t18,1,60,101.18853652203282,108
p1t18,1,61,100.00606648868073,108
p1t18,1,62,99.87248419405542,108
p1t18,1,63,102.22737070641342,108
p1t18,1,64,98.6984035619939,108
p1t18,1,65,102.27786542216042,108
p1t18,1,66,106.86175778339074,108
p1t18,1,67,96.4372629906475,108
p1t18,1,68,104.24077488601681,108
p1t18,1,69,104.42195183096557,108
p1t18,1,70,103.29992150420003,108
p1t18,1,71,105.16943639867736,108
p1t18,1,72,102.68032177237552,108
p1t18,1,73,103.12918572400932,108
p1t18,1,74,101.9356742279831,108
p1t18,1,75,104.37794929808281,108
p1t18,1,76,105.85075683006141,108
p1t18,1,77,101.54628904814153,108
p1t18,1,78,102.44659414051874,108
p1t18,1,79,105.3694804738335,108
p1t18,1,80,104.79385673188249,108
p1t18,1,81,106.00868699677538,108
p1t18,1,82,102.11354356680573,108
p1t18,1,83,101.24139033245892,108
p1t18,1,84,100.12628256609713,108
p1t18,1,85,103.03521091656022,108
p1t18,1,86,103.06201319529508,108
p1t18,1,87,101.51127191733767,108
p1t18,1,88,105.0004879545796,108
p1t18,1,89,100.93180391134533,108
p1t18,1,90,102.20906449868954,108
p1t18,1,91,102.88227099617949,108
p1t18,1,92,103.22507080701794,108
p1t18,1,93,102.40420515140121,108
p1t18,1,94,100.50417129649281,108
p1t18,1,95,106.39833827464577,108
p1t18,1,96,102.42343399572006,108
p1t18,1,97,105.37726812052752,108
p1t18,1,98,103.57022809542296,108
p1t18,1,99,101.07261933471783,108
p1t18,1,100,105.11094325967909,108
p1t18,1,101,105.61479470094744,108
p1t2,1,100,8.83225545012309,231
p1t2,1,101,12.181171530683862,231
p1t20,1,1,96.62356745428538,56
p1t20,1,2,94.82450629936473,56
p1t20,1,3,96.26351617999015,56
p1t20,1,4,93.22473536781376,56
p1t20,1,5,95.97517570801543,56
p1t20,1,6,92.04838896979008,56
p1t20,1,7,91.99615464674866,56
p1t20,1,8,92.11139521178004,56
p1t20,1,9,90.17519359670592,56
p1t20,1,10,95.14350018891447,56
p1t20,1,11,93.95948399316394,56
p1t20,1,12,95.0938429252849,56
p1t20,1,13,96.66922086177792,56
p1t20,1,14,91.93041173755822,56
p1t20,1,15,92.11380220484725,56
p1t20,1,16,92.87485816914598,56
p1t20,1,17,96.03740181952179,56
p1t20,1,18,91.43755695303791,56
p1t20,1,19,96.18587128897641,56
p1t20,1,20,97.22048445361705,56
p1t20,1,21,95.42454230017978,56
p1t20,1,22,94.44429284015386,56
p1t20,1,23,96.5749495534606,56
p1t20,1,24,95.26348265200669,56
p1t20,1,25,98.53831809760257,56
p1t20,1,26,93.28961818375332,56
p1t20,1,27,94.52496223155083,56
p1t20,1,28,95.67842490388814,56
p1t20,1,29,95.25979427260108,56
p1t20,1,30,96.37889381586542,56
p1t20,1,31,93.9238998942131,56
p1t20,1,32,93.98862780807409,56
p1t20,1,33,94.12876375531785,56
p1t20,1,34,99.26645171904657,56
p1t20,1,35,94.09435165410969,56
p1t20,1,36,95.71939650211658,56
p1t20,1,37,94.03660122560085,56
p1t20,1,38,93.03279146809669,56
p1t20,1,39,94.5352560057519,56
p1t20,1,40,93.27985537510641,56
p1t20,1,41,94.50255212348704,56
p1t20,1,42,93.85550787625249,56
p1t20,1,43,94.8649274217883,56
p1t20,1,44,97.94658622098495,56
p1t20,1,45,93.69715084923243,56
p1t20,1,46,95.63085457124625,56
p1t20,1,47,92.50131023516337,56
p1t20,1,48,96.76074080066317,56
p1t20,1,49,96.43989525736157,56
p1t20,1,50,96.36601561206254,56
p1t20,1,51,96.83601065284198,56
p1t20,1,52,98.21712647299105,56
p1t20,1,53,96.97254279456078,56
p1t20,1,54,97.72032968940565,56
p1t20,1,55,95.4687773775939,56
p1t20,1,56,97.63519769697683,56
p1t21,1,29,4.145386086969496,69
p1t21,1,30,10.149791666076812,69
p1t21,1,31,6.38710062766955,69
p1t21,1,32,10.280210297421414,69
p1t21,1,33,10.363571320881293,69
p1t21,1,34,8.209848184612175,69
p1t21,1,35,9.829070376655592,69
p1t21,1,36,6.4691369424072,69
p1t21,1,37,17.546376667011437,69
p1t21,1,38,17.688285628589384,69
p1t21,1,39,15.708733070871611,69
p1t21,1,40,15.551497182860945,69
p1t21,1,41,19.98708679730715,69
p1t21,1,42,20.42346766947129,69
p1t21,1,43,23.86545263311094,69
p1t21,1,44,29.039391631192046,69
p1t21,1,45,28.981552224031923,69
p1t21,1,46,29.36437933676072,69
p1t21,1,47,32.10351233802718,69
p1t21,1,48,38.11756143499717,69
p1t21,1,49,38.91791588190013,69
p1t21,1,50,36.193329159594654,69
p1t21,1,51,38.48657410822915,69
p1t21,1,52,40.58608273952812,69
p1t21,1,53,45.32365856061252,69
p1t21,1,54,46.4602233318193,69
p1t21,1,55,49.146635343619444,69
p1t21,1,56,54.795041555903886,69
p1t21,1,57,59.712212065783426,69
p1t21,1,58,58.71473661276442,69
p1t21,1,59,59.02565579988718,69
p1t21,1,60,58.405147682079694,69
p1t21,1,61,63.840324866085034,69
p1t21,1,62,61.5617668447342,69
p1t21,1,63,62.47380297067209,69
p1t21,1,64,68.24461569530669,69
p1t21,1,65,70.61157726450718,69
p1t21,1,66,73.644087550264,69
p1t21,1,67,75.44742484998244,69
p1t21,1,68,78.22396984963078,69
p1t21,1,69,75.16747729334212,69
p1t22,1,1,77.00578976667389,20
p1t22,1,2,78.48844442297013,20
p1t22,1,3,76.33006809294187,20
p1t22,1,4,81.16123544296828,20
p1t22,1,5,88.39758036279734,20
p1t22,1,6,87.67679918766724,20
p1t22,1,7,89.16248521243502,20
p1t22,1,8,88.42469409822465,20
p1t22,1,9,88.5707950871413,20
p1t22,1,10,90.86009849545185,20
p1t22,1,11,89.61205070786752,20
p1t22,1,12,92.64381347606692,20
p1t22,1,13,95.20030991675083,20
p1t22,1,14,95.39478835598773,20
p1t22,1,15,96.8941519813724,20
p1t22,1,16,94.7672085010523,20
p1t22,1,17,101.11896057852601,20
p1t22,1,18,100.0197615419115,20
p1t22,1,19,99.70483078649615,20
p1t22,1,20,98.86592070897501,20
p1t23,1,65,8.794251969599085,114
p1t23,1,66,5.414116120024421,114
p1t23,1,67,8.403563440147774,114
p1t23,1,68,9.08078550268185,114
p1t23,1,69,7.215774234113848,114
p1t23,1,70,11.904912894960946,114
p1t23,1,71,13.996711797615516,114
p1t23,1,72,14.683836539959493,114
p1t23,1,73,14.881451628917906,114
p1t23,1,74,19.754265156074915,114
p1t23,1,75,20.70383118795367,114
p1t23,1,76,17.083553145563968,114
p1t23,1,77,21.257435728687618,114
p1t23,1,78,17.496463002557,114
p1t23,1,79,18.742152359699933,114
p1t23,1,80,22.980120165059276,114
p1t23,1,81,20.99682664370667,114
p1t23,1,82,21.13929704232689,114
p1t23,1,83,24.39386958256904,114
p1t23,1,84,26.921581639933535,114
p1t23,1,85,22.965824577033253,114
p1t23,1,86,27.289682394545444,114
p1t23,1,87,27.924712927748473,114
p1t23,1,88,26.16409386137634,114
p1t23,1,89,35.9033776715965,114
p1t23,1,90,33.53761711144482,114
p1t23,1,91,38.39919188689292,114
p1t23,1,92,35.828951585527136,114
p1t23,1,93,35.731359076955385,114
p1t23,1,94,38.28222502088357,114
p1t23,1,95,37.83499222339366,114
p1t23,1,96,41.18312097558327,114
p1t23,1,97,40.098679808426176,114
p1t23,1,98,46.17561596155458,114
p1t23,1,99,44.84614880594178,114
p1t23,1,100,47.42483675294986,114
p1t23,1,101,46.45877998187985,114
p1t24,1,1,9.207691179404167,51
p1t24,1,2,10.594644415796516,51
p1t24,1,3,14.123167847742348,51
p1t24,1,4,14.720093597529202,51
p1t24,1,5,16.31356704700846,51
p1t24,1,6,14.169359589340573,51
p1t24,1,7,17.82438415221136,51
p1t24,1,8,18.359747717060017,51
p1t24,1,9,20.5273230234304,51
p1t24,1,10,24.782409093602013,51
p1t24,1,11,23.74607814116768,51
p1t24,1,12,21.84860461032566,51
p1t24,1,13,23.111142059096398,51
p1t24,1,14,21.877611041157177,51
p1t24,1,15,29.659379601912686,51
p1t24,1,16,28.039335147143962,51
p1t24,1,17,30.062243802213445,51
p1t24,1,18,35.079051603698,51
p1t24,1,19,31.331608321929707,51
p1t24,1,20,34.14502679770848,51
p1t24,1,21,38.60270272386427,51
p1t24,1,22,46.625436071917846,51
p1t24,1,23,50.20935203966702,51
p1t24,1,24,52.8201668013854,51
p1t24,1,25,54.63199791130473,51
p1t24,1,26,56.1535622951035,51
p1t24,1,27,56.33033696850263,51
p1t24,1,28,58.71912592002166,51
p1t24,1,29,59.239745284664274,51
p1t24,1,30,65.66839482606225,51
p1t24,1,31,74.12160885079444,51
p1t24,1,32,74.83168980875118,51
p1t24,1,33,77.99338153584586,51
p1t24,1,34,83.60735835534379,51
p1t24,1,35,81.22174695116402,51
p1t24,1,36,84.46463554379285,51
p1t24,1,37,86.82782486924928,51
p1t24,1,38,88.2544114535845,51
p1t24,1,39,87.20166103389312,51
p1t24,1,40,90.62508435321894,51
p1t24,1,41,92.85962975582494,51
p1t24,1,42,92.01059967088335,51
p1t24,1,43,96.85942663102,51
p1t24,1,44,97.96969595028459,51
p1t24,1,45,95.6988728589413,51
p1t24,1,46,97.71141862153983,51
p1t24,1,47,97.21729373394841,51
p1t24,1,48,97.985054509952775,51
p1t24,1,49,98.68990218341935,51
p1t24,1,50,98.14959096871539,51
p1t24,1,51,96.75345313767043,51
p1t25,1,100,2.312993052219386,180
p1t25,1,101,0.9924704974612024,180
p1t26,1,1,58.16921512413874,7
p1t26,1,2,58.61045286008518,7
p1t26,1,3,60.61055101937778,7
p1t26,1,4,68.02568646975733,7
p1t26,1,5,63.52590851832493,7
p1t26,1,6,62.16839047811972,7
p1t26,1,7,71.3819350322492,7
p1t27,1,34,-0.9350955012417104,121
p1t27,1,35,8.469777670113217,121
p1t27,1,36,1.4298283698117127,121
p1t27,1,37,1.47639669019375,121
p1t27,1,38,7.549040205465959,121
p1t27,1,39,3.218147214508399,121
p1t27,1,40,6.197467590364006,121
p1t27,1,41,5.791536314246866,121
p1t27,1,42,6.752121583162249,121
p1t27,1,43,4.081851876629379,121
p1t27,1,44,8.375792342239333,121
p1t27,1,45,7.31196679697782,121
p1t27,1,46,6.095311253610604,121
p1t27,1,47,9.289374306420024,121
p1t27,1,48,9.293012886450777,121
p1t27,1,49,8.452289752290032,121
p1t27,1,50,12.046874189129182,121
p1t27,1,51,13.736283113525788,121
p1t27,1,52,12.31620851558456,121
p1t27,1,53,15.070794066105968,121
p1t27,1,54,15.915573656112864,121
p1t27,1,55,26.399578609827905,121
p1t27,1,56,25.253344071453977,121
p1t27,1,57,22.23781067536472,121
p1t27,1,58,34.11608425183294,121
p1t27,1,59,30.811666841114047,121
p1t27,1,60,30.56255892944349,121
p1t27,1,61,39.45200241460045,121
p1t27,1,62,40.385813192070685,121
p1t27,1,63,40.50241331418209,121
p1t27,1,64,40.68767697299211,121
p1t27,1,65,43.473333044052026,121
p1t27,1,66,46.770242771666425,121
p1t27,1,67,52.47408965964947,121
p1t27,1,68,59.52674323877582,121
p1t27,1,69,63.06741956839011,121
p1t27,1,70,59.74449414337339,121
p1t27,1,71,67.57880470520799,121
p1t27,1,72,63.576828503621314,121
p1t27,1,73,65.77762495017527,121
p1t27,1,74,69.03657586589375,121
p1t27,1,75,71.04182516041318,121
p1t27,1,76,71.86252247341518,121
p1t27,1,77,68.63637219309312,121
p1t27,1,78,76.7761335567542,121
p1t27,1,79,75.06770475284645,121
p1t27,1,80,73.6238382201293,121
p1t27,1,81,77.0035807215533,121
p1t27,1,82,75.29896705259698,121
p1t27,1,83,73.52773114666246,121
p1t27,1,84,74.49157603877298,121
p1t27,1,85,80.40221554936387,121
p1t27,1,86,79.58075952625141,121
p1t27,1,87,77.4455918378869,121
p1t27,1,88,77.00929775264056,121
p1t27,1,89,77.13090617124789,121
p1t27,1,90,78.66196975699768,121
p1t27,1,91,81.87969593860232,121
p1t27,1,92,78.9844490735594,121
p1t27,1,93,83.90632019205259,121
p1t27,1,94,81.97888437707564,121
p1t27,1,95,82.5311026650161,121
p1t27,1,96,81.94107492551078,121
p1t27,1,97,79.49011336911522,121
p1t27,1,98,83.87730721305623,121
p1t27,1,99,83.82333094113771,121
p1t27,1,100,82.66045255790469,121
p1t27,1,101,82.8998236843534,121
p1t28,1,24,9.59217623336019,99
p1t28,1,25,6.817370317998244,99
p1t28,1,26,8.022941583199527,99
p1t28,1,27,7.014296436184817,99
p1t28,1,28,10.84666480696746,99
p1t28,1,29,13.267950953904144,99
p1t28,1,30,8.4517365196867,99
p1t28,1,31,15.238366198068926,99
p1t28,1,32,16.624545142107802,99
p1t28,1,33,16.190399137970402,99
p1t28,1,34,16.91976643366347,99
p1t28,1,35,16.186932935041536,99
p1t28,1,36,17.73103211825755,99
p1t28,1,37,19.233705922819027,99
p1t28,1,38,24.11854534988165,99
p1t28,1,39,22.017219410013627,99
p1t28,1,40,32.74190406168922,99
p1t28,1,41,29.51793372005589,99
p1t28,1,42,29.881452550577166,99
p1t28,1,43,27.853410646677744,99
p1t28,1,44,32.52988006578158,99
p1t28,1,45,39.65219544515162,99
p1t28,1,46,34.77486956761643,99
p1t28,1,47,37.1824489553666,99
p1t28,1,48,48.44558792631328,99
p1t28,1,49,47.8740169511782,99
p1t28,1,50,49.35880730378407,99
p1t28,1,51,52.19584221573641,99
p1t28,1,52,61.41530237460327,99
p1t28,1,53,63.931914906674045,99
p1t28,1,54,70.13789829115547,99
p1t28,1,55,74.77332007879234,99
p1t28,1,56,79.06769966558953,99
p1t28,1,57,78.76572340886266,99
p1t28,1,58,89.48625551218244,99
p1t28,1,59,88.97992683601727,99
p1t28,1,60,88.40324206536594,99
p1t28,1,61,87.68458756129256,99
p1t28,1,62,88.64521137800894,99
p1t28,1,63,88.47121722957193,99
p1t28,1,64,90.81002445654855,99
p1t28,1,65,87.077885997198507,99
p1t28,1,66,93.88636710207344,99
p1t28,1,67,91.193325903275,99
p1t28,1,68,95.37788781810211,99
p1t28,1,69,92.95745889945904,99
p1t28,1,70,96.68028929871822,99
p1t28,1,71,91.60983004249823,99
p1t28,1,72,94.886327965713,99
p1t28,1,73,91.79463414934911,99
p1t28,1,74,95.13446735909694,99
p1t28,1,75,96.67325617843424,99
p1t28,1,76,95.0088484690108,99
p1t28,1,77,98.67928863277125,99
p1t28,1,78,96.29005820614178,99
p1t28,1,79,96.77592240524753,99
p1t28,1,80,94.5077504645822,99
p1t28,1,81,98.41913180476145,99
p1t28,1,82,97.90032027942445,99
p1t28,1,83,93.53694680233909,99
p1t28,1,84,99.57189987714885,99
p1t28,1,85,98.15243940650274,99
p1t28,1,86,98.58234706293891,99
p1t28,1,87,93.12413665152894,99
p1t28,1,88,97.31524780551227,99
p1t28,1,89,95.57873022267216,99
p1t28,1,90,99.0689805059448,99
p1t28,1,91,92.30862031047162,99
p1t28,1,92,94.48924361467076,99
p1t28,1,93,99.49351595122096,99
p1t28,1,94,99.35183477530322,99
p1t28,1,95,95.60496539276792,99
p1t28,1,96,100.31667286631598,99
p1t28,1,97,97.59133911012295,99
p1t28,1,98,97.70627954078431,99
p1t28,1,99,95.9371845769333,99
p1t29,1,1,70.46432958303393,37
p1t29,1,2,70.7163557092516,37
p1t29,1,3,70.31676810839805,37
p1t29,1,4,73.92524761282813,37
p1t29,1,5,69.13358672675045,37
p1t29,1,6,69.53959862239381,37
p1t29,1,7,70.77912190673409,37
p1t29,1,8,70.25312910084597,37
p1t29,1,9,74.12107528436678,37
p1t29,1,10,71.14048442175475,37
p1t29,1,11,72.57487853633202,37
p1t29,1,12,70.33017510989004,37
p1t29,1,13,68.59950210562404,37
p1t29,1,14,69.4156785674247,37
p1t29,1,15,70.80424062990564,37
p1t29,1,16,68.77952261576435,37
p1t29,1,17,69.34305540179194,37
p1t29,1,18,72.3398347029959,37
p1t29,1,19,72.37532075553858,37
p1t29,1,20,68.383180232032,37
p1t29,1,21,70.69734298536858,37
p1t29,1,22,68.93855030788494,37
p1t29,1,23,70.4423975677678,37
p1t29,1,24,69.70260555728414,37
p1t29,1,25,71.75653231272878,37
p1t29,1,26,67.85173335135029,37
p1t29,1,27,70.52502872294447,37
p1t29,1,28,69.61915211636249,37
p1t29,1,29,68.16669382887628,37
p1t29,1,30,66.68370271904583,37
p1t29,1,31,71.66406000836312,37
p1t29,1,32,72.75558185267998,37
p1t29,1,33,67.65478459743649,37
p1t29,1,34,70.74936442159316,37
p1t29,1,35,69.28060420048558,37
p1t29,1,36,72.84016984978474,37
p1t29,1,37,68.80887792951908,37
p1t3,1,98,8.666550092545718,241
p1t3,1,99,10.1981589570231,241
p1t3,1,100,7.884771249254868,241
p1t3,1,101,10.327263554665473,241
p1t30,1,60,6.868486705899062,173
p1t30,1,61,8.396102311103451,173
p1t30,1,62,5.016580954982561,173
p1t30,1,63,7.596677456925764,173
p1t30,1,64,3.1933043504068976,173
p1t30,1,65,11.86769455707019,173
p1t30,1,66,8.083189406730382,173
p1t30,1,67,11.090238812757702,173
p1t30,1,68,9.528793271437342,173
p1t30,1,69,6.966108734678354,173
p1t30,1,70,4.290385414707187,173
p1t30,1,71,12.308342779578428,173
p1t30,1,72,7.184374433234659,173
p1t30,1,73,13.88766561258603,173
p1t30,1,74,16.18338939226571,173
p1t30,1,75,16.88469460631845,173
p1t30,1,76,18.486651953905287,173
p1t30,1,77,17.68419332553262,173
p1t30,1,78,20.738791749071748,173
p1t30,1,79,22.646154308241034,173
