tree,plot,time,ht,mortyr,invyr
p1t23,1,81,20.99682664370667,114,TRUE
p1t23,1,91,38.39919188689292,114,TRUE
p1t23,1,101,46.45877998187985,114,TRUE
p1t24,1,11,23.74607814116768,51,TRUE
p1t24,1,21,38.60270272386427,51,TRUE
p1t24,1,31,74.12160885079444,51,TRUE
p1t24,1,41,92.85962975582494,51,TRUE
p1t24,1,51,96.75345313767043,51,TRUE
p1t25,1,101,0.9924704974612024,180,TRUE
p1t27,1,41,5.791536314246866,121,TRUE
p1t27,1,51,13.736283113525788,121,TRUE
p1t27,1,61,39.45200241460045,121,TRUE
p1t27,1,71,67.57880470520799,121,TRUE
p1t27,1,81,77.0035807215533,121,TRUE
p1t27,1,91,81.87969593860232,121,TRUE
p1t27,1,101,82.8998236843534,121,TRUE
p1t28,1,31,15.238366198068926,99,TRUE
p1t28,1,41,29.51793372005589,99,TRUE
p1t28,1,51,52.19584221573641,99,TRUE
p1t28,1,61,87.68458756129256,99,TRUE
p1t28,1,71,91.60983004249823,99,TRUE
p1t28,1,81,98.41913180476145,99,TRUE
p1t28,1,91,92.30862031047162,99,TRUE
p1t28,1,101,NA,99,TRUE
p1t29,1,11,72.57487853633202,37,TRUE
p1t29,1,21,70.69734298536858,37,TRUE
p1t29,1,31,71.66406000836312,37,TRUE
p1t29,1,41,NA,37,TRUE
p1t3,1,101,10.327263554665473,241,TRUE
p1t30,1,61,8.396102311103451,173,TRUE
p1t30,1,71,12.308342779578428,173,TRUE
p1t30,1,81,22.72280018543992,173,TRUE
p1t30,1,91,50.016617489050894,173,TRUE
p1t30,1,101,72.11191533221978,173,TRUE
p1t32,1,11,27.831097949391488,94,TRUE
p1t32,1,21,42.90484749695975,94,TRUE
p1t32,1,31,70.27918880294841,94,TRUE
p1t32,1,41,106.7503274834059,94,TRUE
p1t32,1,51,125.09088998290412,94,TRUE
p1t32,1,61,132.1557513263233,94,TRUE
p1t32,1,71,132.43825178076276,94,TRUE
p1t32,1,81,137.22846577996984,94,TRUE
p1t32,1,91,139.31610415341095,94,TRUE
p1t32,1,101,NA,94,TRUE
p1t34,1,101,9.405349172941285,154,TRUE
p1t35,1,51,-1.9719946817417267,151,TRUE
p1t35,1,61,9.975541094708344,151,TRUE
p1t35,1,71,11.603486860781212,151,TRUE
p1t35,1,81,30.28289662742257,151,TRUE
p1t35,1,91,41.14460918972088,151,TRUE
p1t35,1,101,58.456704352277164,151,TRUE
p1t36,1,11,34.23333194193656,88,TRUE
p1t36,1,21,51.94606881070401,88,TRUE
p1t36,1,31,76.92666627182632,88,TRUE
p1t36,1,41,94.06551010835005,88,TRUE
p1t36,1,51,104.23720890927095,88,TRUE
p1t36,1,61,103.79911051211319,88,TRUE
p1t36,1,71,103.94896469791213,88,TRUE
p1t36,1,81,104.02108019835399,88,TRUE
p1t36,1,91,NA,88,TRUE
p1t37,1,41,11.12520149365708,170,TRUE
p1t37,1,51,12.015831492192026,170,TRUE
p1t37,1,61,18.193827045817482,170,TRUE
p1t37,1,71,39.93986265971316,170,TRUE
p1t37,1,81,61.51412333606475,170,TRUE
p1t37,1,91,80.02764655702087,170,TRUE
p1t37,1,101,98.09011452346962,170,TRUE
p1t39,1,11,105.94992642901535,49,TRUE
p1t39,1,21,108.32471308400753,49,TRUE
p1t39,1,31,104.71096227761451,49,TRUE
p1t39,1,41,107.54474763957239,49,TRUE
p1t39,1,51,NA,49,TRUE
p1t4,1,11,83.94863189094787,62,TRUE
p1t4,1,21,89.84751031732041,62,TRUE
p1t4,1,31,88.17265988250334,62,TRUE
p1t4,1,41,88.00580360516352,62,TRUE
p1t4,1,51,85.98428624307232,62,TRUE
p1t4,1,61,87.5465618391795,62,TRUE
p1t4,1,71,NA,62,TRUE
p1t40,1,11,32.11283897887378,15,TRUE
p1t40,1,21,NA,15,TRUE
p1t41,1,11,96.53136467893044,70,TRUE
p1t41,1,21,98.61906048229304,70,TRUE
p1t41,1,31,99.74048961614201,70,TRUE
p1t41,1,41,101.2421832358793,70,TRUE
p1t41,1,51,99.49990818529152,70,TRUE
p1t41,1,61,95.94845926974263,70,TRUE
p1t41,1,71,NA,70,TRUE
p1t42,1,21,4.006712117740788,81,TRUE
p1t42,1,31,3.750103949571846,81,TRUE
p1t42,1,41,5.643558130170862,81,TRUE
p1t42,1,51,7.359564662644274,81,TRUE
p1t42,1,61,12.826978700397948,81,TRUE
p1t42,1,71,27.2513302143192,81,TRUE
p1t42,1,81,48.805747991794334,81,TRUE
p1t43,1,11,76.1406952025144,69,TRUE
p1t43,1,21,76.86998528680292,69,TRUE
p1t43,1,31,77.54928673323492,69,TRUE
p1t43,1,41,75.75170121913607,69,TRUE
p1t43,1,51,80.27392001024805,69,TRUE
p1t43,1,61,78.32811157481464,69,TRUE
p1t43,1,71,NA,69,TRUE
p1t44,1,11,81.50341378464326,19,TRUE
p1t44,1,21,NA,19,TRUE
p1t48,1,21,2.728903828273567,77,TRUE
p1t48,1,31,2.6589227373224595,77,TRUE
p1t48,1,41,4.405404032335648,77,TRUE
p1t48,1,51,6.236067666030522,77,TRUE
p1t48,1,61,10.435358090176974,77,TRUE
p1t48,1,71,26.71193010565461,77,TRUE
p1t48,1,81,NA,77,TRUE
p1t5,1,71,0.5772288458297954,111,TRUE
p1t5,1,81,6.569216824129285,111,TRUE
p1t5,1,91,20.927296276666805,111,TRUE
p1t5,1,101,57.18302536709648,111,TRUE
p1t50,1,61,10.304294853640396,111,TRUE
p1t50,1,71,12.746925118169877,111,TRUE
p1t50,1,81,28.977393904014736,111,TRUE
p1t50,1,91,46.08220969284045,111,TRUE
p1t50,1,101,68.45198494132103,111,TRUE
p1t6,1,11,4.478528529207377,81,TRUE
p1t6,1,21,36.65676962690622,81,TRUE
p1t6,1,31,45.06257222065167,81,TRUE
p1t6,1,41,67.23497009755161,81,TRUE
p1t6,1,51,70.1902887504213,81,TRUE
p1t6,1,61,76.26064076000343,81,TRUE
p1t6,1,71,76.34387329979762,81,TRUE
p1t6,1,81,80.19609378655703,81,TRUE
p1t7,1,11,32.15410024077447,29,TRUE
p1t7,1,21,61.80464041158165,29,TRUE
p1t7,1,31,NA,29,TRUE
p1t8,1,1,13.989055485234013,117,TRUE
p1t8,1,11,29.092874358427984,117,TRUE
p1t8,1,21,51.316551366920365,117,TRUE
p1t8,1,31,64.99562889670884,117,TRUE
p1t8,1,41,87.26050285363884,117,TRUE
p1t8,1,51,90.3830070150797,117,TRUE
p1t8,1,61,91.94422046304985,117,TRUE
p1t8,1,71,93.96893478088829,117,TRUE
p1t8,1,81,93.92709050426063,117,TRUE
p1t8,1,91,91.10073698822211,117,TRUE
p1t8,1,101,93.30445756004157,117,TRUE
p1t9,1,11,102.10315818284629,35,TRUE
p1t9,1,21,99.50777000818935,35,TRUE
p1t9,1,31,101.27428279217817,35,TRUE
p1t9,1,41,NA,35,TRUE
p2t1,2,12,9.556604740578987,112,TRUE
p2t1,2,22,24.224730033362952,112,TRUE
p2t1,2,32,34.30227369721608,112,TRUE
p2t1,2,42,50.39804474352568,112,TRUE
p2t1,2,52,72.35483560125785,112,TRUE
p2t1,2,62,89.53339748319215,112,TRUE
p2t1,2,72,107.59782754727898,112,TRUE
p2t1,2,82,113.7286398306874,112,TRUE
p2t1,2,92,115.04881668808592,112,TRUE
p2t10,2,92,2.487424993912221,114,TRUE
p2t11,2,12,75.73250297662635,45,TRUE
p2t11,2,22,79.62459078109792,45,TRUE
p2t11,2,32,77.19265232992892,45,TRUE
p2t11,2,42,78.41377670746569,45,TRUE
p2t11,2,52,NA,45,TRUE
p2t12,2,72,12.664714599035126,119,TRUE
p2t12,2,82,18.744680839187843,119,TRUE
p2t12,2,92,35.45355968399217,119,TRUE
p2t16,2,12,3.3816685159074353,54,TRUE
p2t16,2,22,5.50257325365288,54,TRUE
p2t16,2,32,12.782902824264188,54,TRUE
p2t16,2,42,33.22124517666927,54,TRUE
p2t16,2,52,71.26534224544662,54,TRUE
p2t16,2,62,NA,54,TRUE
p2t2,2,82,9.8372096633783,143,TRUE
p2t2,2,92,16.574870323824992,143,TRUE
p2t20,2,12,87.26012941239472,84,TRUE
p2t20,2,22,90.80805426514766,84,TRUE
p2t20,2,32,91.12522739652036,84,TRUE
p2t20,2,42,89.96936062289,84,TRUE
p2t20,2,52,89.92758944120101,84,TRUE
p2t20,2,62,91.40934375451607,84,TRUE
p2t20,2,72,91.47808582737788,84,TRUE
p2t20,2,82,89.58668260634418,84,TRUE
p2t20,2,92,NA,84,TRUE
p2t21,2,12,67.86566921287765,24,TRUE
p2t21,2,22,68.92740408740453,24,TRUE
p2t21,2,32,NA,24,TRUE
p2t22,2,62,3.4523340438398877,203,TRUE
p2t22,2,72,7.936311244736734,203,TRUE
p2t22,2,82,13.405670692935312,203,TRUE
p2t22,2,92,36.90881144355148,203,TRUE
p2t23,2,42,16.464463654273953,70,TRUE
p2t23,2,52,43.066804930220854,70,TRUE
p2t23,2,62,69.80290614518813,70,TRUE
p2t23,2,72,NA,70,TRUE
p2t24,2,12,141.3090046606561,14,TRUE
p2t24,2,22,NA,14,TRUE
p2t25,2,12,96.8848048234743,26,TRUE
p2t25,2,22,97.12682527303149,26,TRUE
p2t25,2,32,NA,26,TRUE
p2t26,2,12,115.39756348301077,22,TRUE
p2t26,2,22,118.96248154780062,22,TRUE
p2t27,2,72,2.518012215336198,179,TRUE
p2t27,2,82,6.128744348718062,179,TRUE
p2t27,2,92,13.337279370258777,179,TRUE
p2t28,2,12,85.20045724591223,15,TRUE
p2t28,2,22,NA,15,TRUE
p2t30,2,82,19.224025429388128,165,TRUE
p2t30,2,92,37.442168225543654,165,TRUE
p2t32,2,52,2.9192977428097455,73,TRUE
p2t32,2,62,16.92799944246528,73,TRUE
p2t32,2,72,27.755134907241686,73,TRUE
p2t32,2,82,NA,73,TRUE
p2t33,2,12,83.29991509877249,57,TRUE
p2t33,2,22,91.19179328054447,57,TRUE
p2t33,2,32,94.28663616167424,57,TRUE
p2t33,2,42,96.63538619926297,57,TRUE
p2t33,2,52,94.44924784616136,57,TRUE
p2t33,2,62,NA,57,TRUE
p2t34,2,72,6.85067432204332,135,TRUE
p2t34,2,82,17.86879953103111,135,TRUE
p2t34,2,92,30.32844414014545,135,TRUE
p2t35,2,12,63.523158390165094,42,TRUE
p2t35,2,22,72.51394164954083,42,TRUE
p2t35,2,32,71.78587676776269,42,TRUE
p2t35,2,42,71.30743640842839,42,TRUE
p2t36,2,32,0.6973876900006133,58,TRUE
p2t36,2,42,1.9577815076777814,58,TRUE
p2t36,2,52,10.228261910778317,58,TRUE
p2t36,2,62,NA,58,TRUE
p2t37,2,12,85.62437234606988,85,TRUE
p2t37,2,22,91.002152968394,85,TRUE
p2t37,2,32,87.830656696328,85,TRUE
p2t37,2,42,87.77469032235413,85,TRUE
p2t37,2,52,88.59292513701791,85,TRUE
p2t37,2,62,84.12491917018738,85,TRUE
p2t37,2,72,89.93954280431065,85,TRUE
p2t37,2,82,84.10146162177057,85,TRUE
p2t37,2,92,NA,85,TRUE
p2t39,2,12,26.757983377003693,34,TRUE
p2t39,2,22,37.391172558815,34,TRUE
p2t39,2,32,57.44884887789555,34,TRUE
p2t39,2,42,NA,34,TRUE
p2t4,2,72,9.147830015964502,164,TRUE
p2t4,2,82,14.569776188579526,164,TRUE
p2t4,2,92,29.101198297311683,164,TRUE
p2t40,2,42,4.732740721507892,101,TRUE
p2t40,2,52,15.594795663142353,101,TRUE
p2t40,2,62,29.727327507935136,101,TRUE
p2t40,2,72,51.99242316278976,101,TRUE
p2t40,2,82,71.08354991246362,101,TRUE
p2t40,2,92,79.34043085079063,101,TRUE
p2t41,2,12,73.84513380657059,17,TRUE
p2t41,2,22,NA,17,TRUE
p2t42,2,32,3.831168359347667,62,TRUE
p2t42,2,42,5.550110129462858,62,TRUE
p2t42,2,52,10.97004389806079,62,TRUE
p2t42,2,62,20.076526988045725,62,TRUE
p2t44,2,2,59.20279555233999,110,TRUE
p2t44,2,12,82.97756810785978,110,TRUE
p2t44,2,22,100.90184742906378,110,TRUE
p2t44,2,32,108.95012953156446,110,TRUE
p2t44,2,42,117.14471396427858,110,TRUE
p2t44,2,52,116.62872206607403,110,TRUE
p2t44,2,62,119.76597233967803,110,TRUE
p2t44,2,72,120.48439147610964,110,TRUE
p2t44,2,82,118.43041419109481,110,TRUE
p2t44,2,92,121.00895890508943,110,TRUE
p2t45,2,12,34.74316308102085,80,TRUE
p2t45,2,22,59.006364419463665,80,TRUE
p2t45,2,32,65.03675982138526,80,TRUE
p2t45,2,42,92.48247195970106,80,TRUE
p2t45,2,52,108.54376791413524,80,TRUE
p2t45,2,62,116.41746040447659,80,TRUE
p2t45,2,72,116.5197893465442,80,TRUE
p2t45,2,82,NA,80,TRUE
p2t46,2,12,92.87048753531296,26,TRUE
p2t46,2,22,95.341444284459,26,TRUE
p2t46,2,32,NA,26,TRUE
p2t47,2,22,15.59735163045135,166,TRUE
p2t47,2,32,37.76733087370811,166,TRUE
p2t47,2,42,47.63722893023314,166,TRUE
p2t47,2,52,61.59657981697872,166,TRUE
p2t47,2,62,67.1960724165982,166,TRUE
p2t47,2,72,73.2605186387396,166,TRUE
p2t47,2,82,78.86685078629118,166,TRUE
p2t47,2,92,78.00082547325388,166,TRUE
p2t48,2,12,40.30747553654632,16,TRUE
p2t48,2,22,NA,16,TRUE
p2t49,2,62,2.8836858994994294,121,TRUE
p2t49,2,72,15.742057388814521,121,TRUE
p2t49,2,82,16.14336755344616,121,TRUE
p2t49,2,92,44.159141370626486,121,TRUE
p2t5,2,72,1.5223107667458686,106,TRUE
p2t5,2,82,4.766362162355699,106,TRUE
p2t5,2,92,25.463506281872323,106,TRUE
p2t50,2,62,8.653959407203276,78,TRUE
p2t50,2,72,17.70298125359867,78,TRUE
p2t50,2,82,NA,78,TRUE
p2t7,2,12,79.63516795325357,19,TRUE
p2t7,2,22,NA,19,TRUE
p2t8,2,2,11.055340570948355,112,TRUE
p2t8,2,12,17.68299834526933,112,TRUE
p2t8,2,22,41.91497232642605,112,TRUE
p2t8,2,32,57.26204153655779,112,TRUE
p2t8,2,42,73.67619634912563,112,TRUE
p2t8,2,52,85.41719082424721,112,TRUE
p2t8,2,62,87.79866642227499,112,TRUE
p2t8,2,72,88.62257171494602,112,TRUE
p2t8,2,82,93.14984881914694,112,TRUE
p2t8,2,92,86.5424533120836,112,TRUE
p2t9,2,2,10.239834627538505,96,TRUE
p2t9,2,12,22.153338544701064,96,TRUE
p2t9,2,22,42.72642357745689,96,TRUE
p2t9,2,32,68.83844709218639,96,TRUE
p2t9,2,42,88.58191444140212,96,TRUE
p2t9,2,52,98.08794593206018,96,TRUE
p2t9,2,62,103.72138361905324,96,TRUE
p2t9,2,72,102.82167587821782,96,TRUE
p2t9,2,82,107.03433350154569,96,TRUE
p2t9,2,92,99.8720469239487,96,TRUE
p3t1,3,53,10.667124039681832,159,TRUE
p3t1,3,63,25.85452268663648,159,TRUE
p3t1,3,73,47.61547068629593,159,TRUE
p3t1,3,83,81.86648403929887,159,TRUE
p3t1,3,93,95.66826918960518,159,TRUE
p3t11,3,33,1.9780229502685749,61,TRUE
p3t11,3,43,7.700441345130081,61,TRUE
p3t11,3,53,17.896247246357966,61,TRUE
p3t11,3,63,NA,61,TRUE
p3t12,3,13,63.327649112830755,80,TRUE
p3t12,3,23,72.9950611453503,80,TRUE
p3t12,3,33,79.33671187371637,80,TRUE
p3t12,3,43,79.58608177304018,80,TRUE
p3t12,3,53,80.39277781389302,80,TRUE
p3t12,3,63,81.84584400472082,80,TRUE
p3t12,3,73,81.49625489259066,80,TRUE
p3t12,3,83,NA,80,TRUE
p3t14,3,13,98.13149938963197,43,TRUE
p3t14,3,23,102.29887364248717,43,TRUE
p3t14,3,33,103.00146285898697,43,TRUE
p3t14,3,43,104.22972968769595,43,TRUE
p3t15,3,3,28.701539074601666,109,TRUE
p3t15,3,13,42.68551288091065,109,TRUE
p3t15,3,23,55.87215761793885,109,TRUE
p3t15,3,33,59.9791044629098,109,TRUE
p3t15,3,43,63.62555163354009,109,TRUE
p3t15,3,53,61.60282479407481,109,TRUE
p3t15,3,63,64.3034939598555,109,TRUE
p3t15,3,73,63.76489162096579,109,TRUE
p3t15,3,83,60.77086393542492,109,TRUE
p3t15,3,93,64.89937299587861,109,TRUE
p3t17,3,13,46.18263415805036,87,TRUE
p3t17,3,23,68.74608138504865,87,TRUE
p3t17,3,33,93.325732950082255,87,TRUE
p3t17,3,43,106.53442658515833,87,TRUE
p3t17,3,53,108.77122586961545,87,TRUE
p3t17,3,63,114.28294821274864,87,TRUE
p3t17,3,73,121.29495500955105,87,TRUE
p3t17,3,83,118.0476184764908,87,TRUE
p3t17,3,93,NA,87,TRUE
p3t19,3,13,104.17504900832849,68,TRUE
p3t19,3,23,105.40824380556911,68,TRUE
p3t19,3,33,103.3046261652437,68,TRUE
p3t19,3,43,105.17983012190778,68,TRUE
p3t19,3,53,107.08572535218663,68,TRUE
p3t19,3,63,108.21038363946427,68,TRUE
p3t19,3,73,NA,68,TRUE
p3t2,3,63,5.124318162659914,122,TRUE
p3t2,3,73,6.046897275625733,122,TRUE
p3t2,3,83,16.379502937958232,122,TRUE
p3t2,3,93,34.178468863825806,122,TRUE
p3t20,3,63,5.65156990341218,143,TRUE
p3t20,3,73,8.894976949122588,143,TRUE
p3t20,3,83,16.070890262360752,143,TRUE
p3t20,3,93,32.50100644590715,143,TRUE
p3t21,3,63,7.899639480979021,126,TRUE
p3t21,3,73,17.60537424436419,126,TRUE
p3t21,3,83,34.431042369057224,126,TRUE
p3t21,3,93,53.03798880422042,126,TRUE
p3t22,3,63,9.495339015887929,184,TRUE
p3t22,3,73,11.627700706000821,184,TRUE
p3t22,3,83,14.732959329109715,184,TRUE
p3t22,3,93,36.42983163673396,184,TRUE
p3t23,3,73,11.789596131165457,147,TRUE
p3t23,3,83,31.96252031805951,147,TRUE
p3t23,3,93,49.031006744950496,147,TRUE
p3t24,3,63,21.14612260721928,131,TRUE
p3t24,3,73,47.3851060024107,131,TRUE
p3t24,3,83,78.25765885225351,131,TRUE
p3t24,3,93,99.53475230567494,131,TRUE
p3t25,3,53,9.802787591046451,133,TRUE
p3t25,3,63,33.355047802747634,133,TRUE
p3t25,3,73,46.885213060601814,133,TRUE
p3t25,3,83,66.9958029612092,133,TRUE
p3t25,3,93,89.82689859948121,133,TRUE
p3t26,3,13,65.15135615981059,33,TRUE
p3t26,3,23,64.93257629285502,33,TRUE
p3t26,3,33,65.3754537594182,33,TRUE
p3t27,3,93,12.11669000871042,199,TRUE
p3t3,3,13,10.766706365431983,155,TRUE
p3t3,3,23,12.896752576210826,155,TRUE
p3t3,3,33,28.9260415621438,155,TRUE
p3t3,3,43,45.11291463730297,155,TRUE
p3t3,3,53,62.40223634605722,155,TRUE
p3t3,3,63,65.4327249032342,155,TRUE
p3t3,3,73,71.89586120436506,155,TRUE
p3t3,3,83,70.13897493092749,155,TRUE
p3t3,3,93,70.53789108839347,155,TRUE
p3t30,3,93,11.424008791846955,122,TRUE
p3t31,3,73,6.643770894335755,161,TRUE
p3t31,3,83,13.872855087274525,161,TRUE
p3t31,3,93,24.508950699354443,161,TRUE
p3t32,3,13,142.8308595894166,90,TRUE
p3t32,3,23,148.11847649994863,90,TRUE
p3t32,3,33,150.7449632901919,90,TRUE
p3t32,3,43,149.1969417216685,90,TRUE
p3t32,3,53,147.126362219027,90,TRUE
p3t32,3,63,147.0290116664627,90,TRUE
p3t32,3,73,149.36443706617985,90,TRUE
p3t32,3,83,150.2025187815877,90,TRUE
p3t32,3,93,NA,90,TRUE
p3t33,3,53,1.8177141161745058,164,TRUE
p3t33,3,63,14.237982789814485,164,TRUE
p3t33,3,73,25.700591375391177,164,TRUE
p3t33,3,83,47.75826939593461,164,TRUE
p3t33,3,93,78.8706690035828,164,TRUE
p3t36,3,13,34.61766563840964,37,TRUE
p3t36,3,23,52.02405198546778,37,TRUE
p3t36,3,33,57.49993216983874,37,TRUE
p3t36,3,43,NA,37,TRUE
p3t39,3,73,3.463085854093282,189,TRUE
p3t39,3,83,4.658187983224724,189,TRUE
p3t39,3,93,12.749714842523417,189,TRUE
p3t41,3,13,94.63355468340986,88,TRUE
p3t41,3,23,98.22618451704552,88,TRUE
p3t41,3,33,95.84620691958636,88,TRUE
p3t41,3,43,99.5220707216756,88,TRUE
p3t41,3,53,97.76524653111657,88,TRUE
p3t41,3,63,96.08673009838498,88,TRUE
p3t41,3,73,99.10008375328758,88,TRUE
p3t41,3,83,98.38888889210486,88,TRUE
p3t41,3,93,NA,88,TRUE
p3t42,3,73,16.00568616974931,100,TRUE
p3t42,3,83,26.872830376635818,100,TRUE
p3t42,3,93,43.4199910072541,100,TRUE
p3t43,3,13,6.060235992023945,106,TRUE
p3t43,3,23,12.921871008420071,106,TRUE
p3t43,3,33,31.79039302026737,106,TRUE
p3t43,3,43,58.10755232850504,106,TRUE
p3t43,3,53,64.6125252165562,106,TRUE
p3t43,3,63,71.65356217707742,106,TRUE
p3t43,3,73,76.29896201915179,106,TRUE
p3t43,3,83,87.04359159425853,106,TRUE
p3t43,3,93,84.30590379403009,106,TRUE
p3t44,3,13,41.62341618507019,29,TRUE
p3t44,3,23,54.91861586923355,29,TRUE
p3t44,3,33,NA,29,TRUE
p3t45,3,13,89.27008691490958,76,TRUE
p3t45,3,23,97.77327956277178,76,TRUE
p3t45,3,33,98.40211035816075,76,TRUE
p3t45,3,43,99.57661274783034,76,TRUE
p3t45,3,53,98.36747214792722,76,TRUE
p3t45,3,63,95.61559322504229,76,TRUE
p3t45,3,73,96.94147696433939,76,TRUE
p3t45,3,83,NA,76,TRUE
p3t46,3,93,17.789107421002157,111,TRUE
p3t47,3,63,10.077471544739105,85,TRUE
p3t47,3,73,28.54726712662968,85,TRUE
p3t47,3,83,42.72297402574243,85,TRUE
p3t47,3,93,NA,85,TRUE
p3t48,3,3,5.494003162095493,109,TRUE
p3t48,3,13,9.272177448230424,109,TRUE
p3t48,3,23,34.49649239105586,109,TRUE
p3t48,3,33,62.083306310600996,109,TRUE
p3t48,3,43,94.47391247456808,109,TRUE
p3t48,3,53,103.7501598479187,109,TRUE
p3t48,3,63,106.84451383043816,109,TRUE
p3t48,3,73,111.57921036635044,109,TRUE
p3t48,3,83,109.0523211828257,109,TRUE
p3t48,3,93,110.12780634633567,109,TRUE
p3t49,3,33,10.098817364910273,113,TRUE
p3t49,3,43,19.331821433721444,113,TRUE
p3t49,3,53,38.726799125244234,113,TRUE
p3t49,3,63,69.97252134183417,113,TRUE
p3t49,3,73,85.19050705714164,113,TRUE
p3t49,3,83,89.4605669575264,113,TRUE
p3t49,3,93,98.8785443046001,113,TRUE
p3t5,3,53,13.814379247322185,72,TRUE
p3t5,3,63,26.51088970446303,72,TRUE
p3t5,3,73,NA,72,TRUE
p3t50,3,23,2.866346913901014,96,TRUE
p3t50,3,33,7.946701981193269,96,TRUE
p3t50,3,43,19.669223637401515,96,TRUE
p3t50,3,53,47.000995879619744,96,TRUE
p3t50,3,63,63.56675603291907,96,TRUE
p3t50,3,73,75.88604814407448,96,TRUE
p3t50,3,83,75.93234966345895,96,TRUE
p3t50,3,93,81.6426920808828,96,TRUE
p3t8,3,83,3.3082717341181036,154,TRUE
p3t8,3,93,0.8333864938527302,154,TRUE
p3t9,3,63,16.911152515660547,125,TRUE
p3t9,3,73,27.18298751122054,125,TRUE
p3t9,3,83,60.47239884917329,125,TRUE
p3t9,3,93,79.35063319050961,125,TRUE
p4t1,4,74,7.6404607580328605,128,TRUE
p4t1,4,84,17.98033076213988,128,TRUE
p4t1,4,94,34.03294505667021,128,TRUE
p4t10,4,14,166.68361558386366,55,TRUE
p4t10,4,24,166.78845718139334,55,TRUE
p4t10,4,34,169.2411535210389,55,TRUE
p4t10,4,44,171.78184619234383,55,TRUE
p4t10,4,54,166.38382246263086,55,TRUE
p4t10,4,64,NA,55,TRUE
p4t13,4,64,0.6113866908871006,146,TRUE
p4t13,4,74,2.299087611381319,146,TRUE
p4t13,4,84,10.111678320104646,146,TRUE
p4t13,4,94,25.16813674494934,146,TRUE
p4t15,4,84,6.364385295202377,124,TRUE
p4t15,4,94,14.749952478357734,124,TRUE
p4t16,4,14,115.72560986618753,84,TRUE
p4t16,4,24,121.15517525937568,84,TRUE
p4t16,4,34,116.32077044902847,84,TRUE
p4t16,4,44,114.19858487590537,84,TRUE
p4t16,4,54,114.13335467960522,84,TRUE
p4t16,4,64,117.78008343223473,84,TRUE
p4t16,4,74,119.75488610639934,84,TRUE
p4t16,4,84,113.84072466025943,84,TRUE
p4t17,4,74,-0.3558677249717439,192,TRUE
p4t17,4,84,4.355617555720042,192,TRUE
p4t17,4,94,11.53616949759675,192,TRUE
p4t19,4,84,1.2826183562747735,128,TRUE
p4t19,4,94,2.1055628433959814,128,TRUE
p4t2,4,34,6.446930147912061,152,TRUE
p4t2,4,44,22.246337922942825,152,TRUE
p4t2,4,54,44.23999878745082,152,TRUE
p4t2,4,64,78.64873454664583,152,TRUE
p4t2,4,74,97.06634781625031,152,TRUE
p4t2,4,84,99.1991334979623,152,TRUE
p4t2,4,94,100.32273361553084,152,TRUE
p4t20,4,14,89.68545379876487,48,TRUE
p4t20,4,24,92.63070151946808,48,TRUE
p4t20,4,34,90.02994009349604,48,TRUE
p4t20,4,44,92.7056734739214,48,TRUE
